7.7589,0.63863,12
7.6122,0.64022,12
4.0826,0.33189,5
2.2274,0.62547,10
7.5604,0.61836,12
4.2509,0.33751,5
4.0955,0.32831,5
2.2086,0.33745,4
4.2075,0.33581,5
4.1462,0.61778,11
7.5837,0.62146,12
7.4704,0.60982,12
7.6479,0.33345,6
4.0743,0.60563,11
1.1946,0.62483,9
4.0802,0.64051,11
4.0115,0.64616,11
4.0903,0.61541,11
4.1077,0.62664,11
0.60693,0.32399,2
4.2842,0.34525,5
7.5863,0.32393,6
7.5758,0.60706,12
7.7853,0.34475,6
7.6807,0.62729,12
4.1053,0.62959,11
7.6731,0.64732,12
7.7957,0.62911,12
4.1525,0.64144,11
4.0501,0.33476,5
7.586,0.33303,6
2.2303,0.62502,10
4.1565,0.32813,5
7.6401,0.61207,12
1.2212,0.61831,9
2.2047,0.5978,10
2.1297,0.62686,10
4.1941,0.64737,11
0.62086,0.3353,2
0.32601,0.32003,1
4.0967,0.62999,11
7.305,0.5936,12
0.626,0.62578,8
4.0913,0.6133,11
7.6364,0.61345,12
2.211,0.6188,10
7.7655,0.60698,12
7.7332,0.62501,12
0.62899,0.62067,8
4.0803,0.62292,11
7.5701,0.62305,12
7.6133,0.62997,12
2.137,0.61235,10
7.7577,0.6148,12
2.1254,0.61995,10
7.7113,0.63286,12
7.813,0.61847,12
7.6707,0.62525,12
4.1727,0.61646,11
2.1636,0.60863,10
0.6206,0.32659,2
4.0685,0.61658,11
4.0645,0.61833,11
7.8514,0.62508,12
0.32894,0.62849,7
7.6766,0.62284,12
4.0508,0.59963,11
4.0691,0.63157,11
4.1694,0.63544,11
2.2107,0.3249,4
7.9835,0.61626,12
2.1441,0.3395,4
7.5976,0.32511,6
7.792,0.63146,12
7.4292,0.62697,12
7.6368,0.33808,6
7.5201,0.34493,6
4.1816,0.33598,5
4.2048,0.61104,11
4.088,0.33854,5
7.6544,0.33856,6
7.3308,0.62264,12
7.7281,0.63257,12
4.1162,0.62132,11
7.6633,0.33447,6
7.6566,0.60843,12
7.6021,0.61976,12
2.2424,0.31717,4
4.0602,0.62382,11
7.8216,0.33942,6
1.1949,0.61219,9
7.6372,0.33648,6
7.2636,0.61553,12
0.33391,0.6284,7
2.1972,0.62596,10
4.1141,0.62649,11
4.0224,0.5994,11
7.512,0.63265,12
4.0827,0.62617,11
7.7049,0.32442,6
7.772,0.32572,6
4.0702,0.3341,5
4.1776,0.60346,11
7.6271,0.35473,6
7.8573,0.63934,12
7.9264,0.34569,6
7.562,0.33486,6
7.7251,0.63245,12
2.2454,0.62184,10
2.1974,0.33528,4
7.6953,0.33716,6
4.172,0.61925,11
7.9146,0.63549,12
4.09,0.63181,11
7.7214,0.61006,12
7.8268,0.62006,12
7.687,0.6408,12
7.5442,0.33745,6
4.2026,0.62628,11
7.6913,0.33368,6
7.7108,0.32562,6
2.2233,0.62145,10
7.6621,0.63561,12
2.1463,0.33749,4
7.9536,0.6284,12
7.7703,0.33995,6
7.732,0.33116,6
1.1734,0.6349,9
7.7179,0.62517,12
4.1665,0.61976,11
7.7342,0.62458,12
3.9621,0.62661,11
7.6911,0.62883,12
2.1897,0.62895,10
4.2425,0.61904,11
2.2678,0.63677,10
2.2145,0.32818,4
7.7386,0.61597,12
3.9911,0.62875,11
7.462,0.34269,6
7.6949,0.62225,12
4.0168,0.62954,11
1.2074,0.62953,9
4.2175,0.33382,5
4.1016,0.62218,11
7.7908,0.33201,6
4.1004,0.335,5
2.1459,0.62359,10
2.1976,0.61941,10
7.7772,0.32763,6
7.7749,0.3396,6
2.1373,0.622,10
7.6281,0.33201,6
7.6649,0.62498,12
7.6409,0.61741,12
3.8904,0.33051,5
7.7977,0.63024,12
2.2793,0.61729,10
7.8731,0.63312,12
7.7931,0.62881,12
4.0891,0.6293,11
4.1227,0.33087,5
7.6383,0.6293,12
7.6745,0.62258,12
4.1501,0.62613,11
7.7398,0.62656,12
7.7513,0.6235,12
2.2416,0.61459,10
7.8369,0.61106,12
7.6892,0.6293,12
4.0907,0.62829,11
7.7003,0.6249,12
4.1329,0.61657,11
4.1577,0.62664,11
7.7458,0.65216,12
2.2618,0.62229,10
7.7074,0.62653,12
7.7086,0.62139,12
0.32872,0.62119,7
7.6704,0.62928,12
7.8483,0.33647,6
7.8051,0.33217,6
7.7988,0.62676,12
7.8118,0.61018,12
4.0946,0.61908,11
2.1759,0.62656,10
7.7355,0.61963,12
7.8597,0.33318,6
4.0685,0.62559,11
2.2037,0.63,10
7.7514,0.62718,12
7.9026,0.33064,6
7.8745,0.33391,6
7.7138,0.64065,12
7.7747,0.62831,12
7.6552,0.61317,12
0.67142,0.61664,8
4.1321,0.61133,11
7.7226,0.62214,12
4.0783,0.63984,11
7.7435,0.61419,12
8.2093,0.61756,12
7.5261,0.34481,6
4.16,0.63315,11
7.5122,0.32367,6
7.7838,0.6218,12
7.6214,0.64291,12
3.9765,0.64812,11
2.2084,0.62658,10
4.0718,0.62857,11
7.8483,0.62523,12
7.2763,0.62955,12
4.1169,0.62454,11
2.1533,0.63013,10
7.4689,0.61396,12
7.8111,0.61951,12
4.02,0.62322,11
4.1277,0.62767,11
2.2657,0.32406,4
4.2683,0.6207,11
7.6876,0.63367,12
4.0964,0.5832,11
4.057,0.62406,11
7.4871,0.61899,12
1.137,0.61456,9
4.1942,0.33957,5
7.64,0.32964,6
7.7089,0.33991,6
4.057,0.62414,11
4.1565,0.60547,11
7.6938,0.33447,6
4.0964,0.3321,5
4.1786,0.6163,11
2.2648,0.60767,10
4.2318,0.33808,5
7.7645,0.63323,12
4.1109,0.61937,11
4.1652,0.62135,11
7.6371,0.62156,12
7.5567,0.63126,12
7.5457,0.3379,6
7.915,0.61451,12
7.7053,0.62007,12
1.143,0.625,9
7.6396,0.6241,12
7.858,0.32996,6
1.1714,0.60833,9
7.4823,0.61809,12
4.1539,0.33318,5
7.7931,0.6072,12
0.32758,0.61226,7
7.5765,0.33489,6
7.5626,0.33731,6
4.2439,0.63843,11
7.8734,0.61599,12
4.371,0.63417,11
7.683,0.61798,12
7.7132,0.62963,12
4.1898,0.61924,11
7.8144,0.62868,12
7.4814,0.62422,12
7.762,0.32802,6
1.1791,0.63017,9
7.3943,0.62547,12
7.6969,0.3324,6
7.8582,0.33946,6
7.8179,0.62733,12
2.1784,0.62984,10
4.1102,0.33556,5
4.0834,0.61785,11
4.0093,0.6382,11
7.7566,0.33318,6
7.7883,0.61443,12
7.8443,0.33328,6
7.6847,0.33655,6
4.0351,0.61652,11
4.1214,0.62421,11
4.0475,0.62513,11
7.7396,0.6297,12
4.1097,0.32259,5
4.1612,0.63001,11
0.6319,0.61606,8
4.0847,0.33827,5
2.2359,0.61846,10
1.1695,0.32871,3
7.7567,0.63026,12
7.6262,0.62461,12
8.3484,0.33657,6
7.7395,0.63027,12
4.1219,0.62813,11
7.6455,0.63144,12
0.65827,0.32961,2
7.5333,0.33352,6
1.1572,0.61723,9
7.6179,0.62533,12
7.6084,0.62175,12
2.168,0.59461,10
7.6907,0.34717,6
0.32636,0.6239,7
4.1838,0.63546,11
7.6384,0.60731,12
7.6485,0.62208,12
2.225,0.61705,10
4.1192,0.63098,11
7.9011,0.61839,12
4.2675,0.61965,11
4.1519,0.32944,5
4.0749,0.33239,5
2.1904,0.33776,4
7.7795,0.32222,6
2.1415,0.63106,10
2.1959,0.60988,10
7.7657,0.62407,12
7.7738,0.33436,6
4.1229,0.62775,11
7.2211,0.62264,12
7.6058,0.62505,12
7.6464,0.62981,12
7.8194,0.63087,12
7.8035,0.33725,6
7.6961,0.62752,12
7.6065,0.62241,12
1.1177,0.33324,3
7.7508,0.62727,12
7.7151,0.63501,12
1.1757,0.64053,9
7.751,0.62788,12
7.8736,0.3307,6
2.1488,0.62244,10
7.9707,0.33136,6
7.618,0.61734,12
2.1919,0.62556,10
7.7068,0.62709,12
2.2074,0.61597,10
7.7298,0.32642,6
7.673,0.63351,12
4.093,0.35434,5
7.32,0.33226,6
0.31552,0.60967,7
3.9804,0.61774,11
0.6094,0.63714,8
7.6579,0.63154,12
